Client ID,Name,Age,Occupation,Nationality,GenderId,Properties Owned,Fee StructureId,Loyalty ClassificationId
IND59330,Jason Edwards,62,Staff Accountant I,Asian,2,2,3,1
IND99522,Louis Hayes,79,Staff Accountant III,Asian,2,2,1,3
IND53925,Victor Flores,49,Technical Writer,Asian,1,2,2,1
IND47766,Jonathan Gomez,72,Systems Administrator IV,European,1,2,1,1
IND74222,Joan Williams,76,Graphic Designer,European,2,3,1,2
IND96627,Gloria Welch,79,Systems Administrator II,European,2,2,3,4
IND46573,Craig Stewart,76,Accountant I,Asian,2,3,2,4
IND52334,Sean Carter,57,Developer IV,American,2,2,1,1
IND47388,Johnny Garrett,70,Budget/Accounting Analyst III,Asian,2,0,1,1
IND63480,Jeremy Lopez,58,Help Desk Operator,European,2,3,2,4
IND71563,Brandon Reid,62,Structural Analysis Engineer,American,1,1,3,1
IND47672,Todd Henderson,75,Software Engineer II,European,2,1,2,1
IND47218,Samuel Hicks,42,Senior Quality Engineer,African,1,0,1,4
IND40866,Kathy Torres,81,Safety Technician III,Asian,2,0,1,4
IND55731,George Shaw,55,Sales Associate,European,1,0,3,4
IND18241,Linda Lane,66,Developer II,Asian,2,1,2,3
IND38340,Julia Duncan,38,Assistant Manager,European,1,1,1,1
IND31054,Karen Matthews,64,Staff Accountant II,European,2,2,3,1
IND41463,Howard Larson,70,Geologist I,Asian,1,1,2,1
IND39119,Kathy Murphy,78,Marketing Manager,European,2,1,3,4
IND63354,Robert Dixon,57,Safety Technician I,Asian,1,2,3,1
IND64751,Raymond Palmer,69,Automation Specialist III,European,1,3,1,3
IND73281,Karen Ray,29,Senior Editor,African,1,1,3,3
IND91520,Clarence Rivera,18,Geologist IV,Australian,2,3,3,1
IND96624,Bobby Bailey,36,Technical Writer,European,2,0,2,3
IND27565,George Watson,61,Mechanical Systems Engineer,American,1,1,1,1
IND18836,Victor Nichols,74,Quality Control Specialist,European,1,0,3,1
IND75100,Sean Fernandez,42,Librarian,Australian,1,0,2,1
IND94833,Evelyn Roberts,65,Programmer IV,Australian,2,3,1,4
IND33044,Ryan Watson,36,Recruiter,European,2,3,3,4
IND23940,Paula King,54,Statistician III,European,1,1,1,4
IND17023,Albert Reid,63,VP Product Management,Asian,2,3,2,4
IND69409,Harold Hall,64,Geologist I,European,1,0,3,4
IND30509,Bobby Rice,81,Software Engineer I,European,1,0,2,1
IND27469,Pamela Jacobs,85,Programmer II,American,2,0,2,1
IND40533,Sean Sims,37,Nuclear Power Engineer,American,2,2,2,1
IND93358,Sara Mason,28,Mechanical Systems Engineer,European,2,0,1,3
IND46908,Joseph Nelson,59,Systems Administrator IV,European,2,1,1,1
IND85219,Adam GoPKRalez,72,Graphic Designer,Asian,2,1,2,1
IND93026,Roger Jacobs,61,VP Quality Control,European,2,1,2,1
IND67593,Paul Cruz,20,Health Coach III,European,1,0,2,3
IND13283,Nicholas GoPKRales,48,Nurse Practicioner,American,1,1,1,1
IND15990,Jeffrey Gardner,21,VP Accounting,Asian,1,1,1,1
IND45804,Justin Long,69,Electrical Engineer,Asian,1,2,1,4
IND33862,Frank Daniels,33,Web Developer II,European,1,0,2,3
IND50358,Douglas Carr,56,Account Coordinator,Australian,2,3,2,4
IND31525,Charles Howard,17,Programmer Analyst IV,European,2,3,2,3
IND78049,Roy Martinez,34,Accounting Assistant IV,Asian,2,2,3,1
IND72258,Chris Patterson,82,General Manager,European,2,3,3,4
IND76365,Arthur Bishop,19,Analog Circuit Design manager,Asian,2,0,2,3
IND76509,Aaron Russell,85,Budget/Accounting Analyst IV,European,1,1,2,2
IND33221,Bobby Martin,46,Media Manager III,Asian,1,3,3,1
IND45691,Patrick Bowman,42,Staff Accountant II,Asian,2,2,2,2
IND48905,Lawrence Lopez,28,Biostatistician IV,African,1,1,1,1
IND64966,Julia Crawford,60,Help Desk Operator,Asian,1,1,2,1
IND21667,Elizabeth Mendoza,62,Internal Auditor,European,2,2,2,4
IND65854,George Bailey,46,Geologist IV,European,2,0,2,3
IND53772,Ann Hill,17,Account Representative I,European,1,3,1,1
IND51069,Joseph West,41,Recruiter,European,2,0,3,4
IND83107,George Murray,20,Product Engineer,American,1,1,3,1
IND19058,Aaron Gray,76,Research Assistant IV,Asian,1,3,3,1
IND65820,Peter Jones,25,Assistant Media Planner,Asian,1,2,1,4
IND71996,Cynthia Jacobs,17,Dental Hygienist,European,1,2,2,4
IND45882,Fred Castillo,39,Account Representative I,European,1,1,1,1
IND75924,Amy Sullivan,57,Administrative Officer,European,1,2,2,3
IND81510,Harry Burns,58,VP Quality Control,European,2,1,1,1
IND12649,Timothy Kelly,77,Account Representative I,European,2,3,1,3
IND20255,Richard Young,83,Biostatistician I,American,1,2,1,1
IND86039,Dorothy Ross,32,Administrative Assistant III,European,1,2,3,3
IND98413,Julie Crawford,41,Software Test Engineer I,European,2,0,2,3
IND16961,Ryan Hansen,76,Health Coach III,European,2,1,1,1
IND39027,Brenda Wells,55,Developer II,Asian,2,3,3,1
IND43922,Russell Gilbert,85,Assistant Professor,European,2,1,1,4
IND29124,Christine Carr,55,Staff Accountant I,Australian,2,1,1,3
IND46526,Patrick Sims,81,Software Test Engineer I,American,1,0,2,4
IND69834,Norma Murphy,54,Account Representative IV,Asian,1,0,1,1
IND52128,Howard Reed,68,Office Assistant II,European,1,3,3,4
IND74305,Arthur Knight,51,Physical Therapy Assistant,Australian,2,2,1,3
IND73272,Christina Marshall,74,Geologist III,Asian,2,0,3,4
IND49313,Christina Crawford,84,Operator,European,1,3,1,1
IND43853,Patrick Butler,36,Systems Administrator IV,Asian,1,3,3,4
IND68149,David Porter,53,Automation Specialist III,Asian,1,3,1,1
IND31637,Jeffrey Hernandez,18,Human Resources Manager,European,2,3,2,1
IND26575,Aaron Russell,71,Technical Writer,European,1,0,2,2
IND52133,Andrea GoPKRales,84,Engineer IV,American,1,1,3,1
IND70060,Henry Garrett,43,Systems Administrator III,African,2,1,2,4
IND54963,Frank Rivera,80,Accountant III,European,1,2,3,3
IND66192,Richard Richards,20,Web Developer III,Asian,2,0,2,3
IND63630,Evelyn Hamilton,56,Research Assistant IV,American,2,1,1,1
IND16203,Patrick Payne,60,Accounting Assistant IV,European,1,3,3,3
IND34130,Arthur Arnold,37,Recruiting Manager,Asian,1,2,1,3
IND85584,Karen White,68,Nuclear Power Engineer,American,1,2,1,4
IND69189,Kenneth Schmidt,34,Quality Control Specialist,Australian,2,3,1,3
IND92553,Daniel Thompson,53,Junior Executive,Asian,1,1,2,1
IND72590,Louis Brooks,18,Social Worker,Australian,1,0,1,3
IND64087,Teresa Campbell,55,Teacher,American,1,3,3,3
IND48810,Ernest Butler,17,Design Engineer,African,2,1,1,4
IND80350,Terry Diaz,81,Analog Circuit Design manager,Asian,1,1,2,1
IND88721,Antonio Reed,19,Human Resources Manager,Australian,1,1,1,3
IND98982,Ronald Phillips,21,Junior Executive,Asian,1,0,1,3
IND65931,Randy Barnes,28,Account Representative I,African,2,3,2,3
IND35242,Clarence Matthews,63,Teacher,African,2,2,1,4
IND52234,Anthony Sims,48,Social Worker,American,2,0,1,2
IND46113,James Cole,25,Biostatistician III,European,2,3,2,1
IND33767,Jesse Porter,34,VP Product Management,American,1,3,2,3
IND26283,Maria Phillips,83,Associate Professor,American,1,0,2,3
IND67517,Martin Snyder,28,Director of Sales,Asian,1,0,3,4
IND56906,Gary Rivera,49,Administrative Assistant III,European,2,0,1,1
IND28225,Robert Dean,21,VP Marketing,Asian,1,2,2,4
IND71712,Joan Day,34,Accountant III,European,2,1,2,1
IND41594,Jeremy Hamilton,44,Administrative Assistant III,European,2,2,1,4
IND87812,Charles Long,63,Software Test Engineer I,Asian,2,2,2,1
IND97969,Jennifer Fisher,84,Food Chemist,European,1,3,1,4
IND96593,William Berry,31,Recruiter,European,1,1,1,1
IND73558,Kathleen Smith,70,Cost Accountant,Asian,1,0,1,4
IND43779,Jack Meyer,32,Physical Therapy Assistant,European,2,0,2,1
IND96346,Philip Williamson,55,Environmental Specialist,Asian,1,2,3,4
IND87222,Jonathan Morris,81,Associate Professor,African,1,1,1,3
IND78803,Doris Rose,46,Health Coach III,American,2,3,3,3
IND31057,Jane Freeman,84,Clinical Specialist,European,1,2,1,1
IND59891,Harold Oliver,42,GIS Technical Architect,European,1,0,3,1
IND92500,Daniel Gomez,56,Automation Specialist IV,Australian,2,1,2,3
IND47276,Brandon Morrison,55,Editor,Australian,1,0,2,3
IND19673,Deborah James,67,Graphic Designer,European,1,1,2,2
IND83985,Jack Watkins,19,Software Test Engineer I,Asian,1,1,3,1
IND72250,Gregory Hill,18,Budget/Accounting Analyst IV,American,1,1,1,1
IND61248,Andrea Spencer,17,Web Developer IV,American,1,3,1,3
IND52506,Theresa Mcdonald,27,Associate Professor,American,2,0,1,2
IND45460,Gregory Richards,60,Senior Developer,European,2,2,1,1
IND29763,John Parker,83,Legal Assistant,European,2,1,3,4
IND72578,Raymond King,41,Assistant Manager,Asian,1,0,1,3
IND38948,Donald Bennett,80,Occupational Therapist,Asian,1,1,1,1
IND46699,Christopher Sanchez,28,Sales Associate,American,1,2,1,1
IND78763,Lillian Simmons,23,VP Marketing,European,2,3,1,3
IND51658,Jonathan Harrison,17,Administrative Assistant III,American,2,1,2,4
IND95154,Tina Tucker,24,Quality Engineer,European,2,1,1,3
IND94518,Ryan Perry,50,Programmer I,European,1,0,1,4
IND94947,Irene Cooper,65,Civil Engineer,European,2,2,3,3
IND70766,Wayne Taylor,63,Software Engineer IV,Asian,1,2,1,4
IND31616,Roy Tucker,73,Research Assistant II,European,2,3,1,1
IND63272,Jonathan Mendoza,40,Technical Writer,American,2,3,2,1
IND89040,Harold Williams,43,Editor,European,1,0,1,1
IND59471,Debra Murray,27,Software Engineer III,European,2,1,1,4
IND86960,Marie Armstrong,24,Senior Financial Analyst,Asian,2,0,3,4
IND29637,Kevin Cunningham,63,Budget/Accounting Analyst II,Asian,1,3,2,2
IND76975,Justin Walker,22,Office Assistant I,Australian,2,0,3,4
IND19165,Russell Fowler,27,Human Resources Manager,Asian,1,3,1,4
IND21974,Judith Frazier,20,Biostatistician III,European,2,0,3,1
IND17085,Justin Jones,34,Software Consultant,American,2,1,1,1
IND59398,Andrew Johnson,41,Registered Nurse,Asian,2,0,1,3
IND84558,Jimmy Palmer,58,Nuclear Power Engineer,European,1,1,1,2
IND72037,Sarah Ruiz,32,Web Developer IV,European,2,1,2,4
IND24573,Virginia Allen,48,Community Outreach Specialist,African,1,2,2,1
IND23033,Benjamin Price,75,Registered Nurse,American,1,1,2,1
IND82305,Brian Hudson,19,General Manager,African,1,3,3,2
IND84879,Kimberly Frazier,36,Clinical Specialist,European,2,2,1,3
IND77110,Terry Bennett,41,Administrative Officer,European,1,2,3,1
IND51370,Harold Parker,27,Pharmacist,European,2,0,3,4
IND73499,Lori Baker,42,VP Sales,European,1,2,3,1
IND79465,Aaron George,77,Pharmacist,European,2,0,1,4
IND35812,Jesse Ferguson,22,Community Outreach Specialist,American,1,1,2,3
IND19935,William Perry,65,Geological Engineer,Asian,2,3,1,2
IND43475,Randy Garrett,69,Executive Secretary,European,1,1,1,1
IND39658,Carolyn Wright,70,VP Product Management,African,2,1,2,1
IND42006,Jose Walker,41,Research Assistant II,Asian,1,1,1,2
IND13072,Phillip Banks,27,Programmer III,African,2,1,1,4
IND50762,Phyllis Knight,78,Marketing Manager,American,2,1,1,1
IND79565,Dennis Alexander,37,Web Developer IV,European,1,2,2,2
IND21206,Julia Cole,41,Budget/Accounting Analyst IV,Asian,2,0,2,1
IND62941,Joshua Gibson,71,Product Engineer,European,2,0,2,1
IND48073,Nicole Oliver,42,Mechanical Systems Engineer,European,2,0,1,1
IND18560,David Holmes,78,Geologist II,European,2,3,2,1
IND83480,Bobby Reed,68,Actuary,European,1,3,3,1
IND85295,Justin Kim,44,Health Coach I,European,2,3,1,2
IND74978,Joshua Fisher,49,Safety Technician II,European,2,0,3,3
IND27629,Jeffrey Collins,21,Product Engineer,Asian,2,2,1,1
IND71157,Lawrence Collins,20,Office Assistant II,Asian,2,3,1,1
IND99483,Jason Watson,31,Human Resources Manager,European,1,3,2,4
IND35166,Anthony Morales,20,Programmer IV,Asian,2,1,3,3
IND73212,Samuel Barnes,53,Environmental Tech,Asian,1,1,2,4
IND90377,Andrea Anderson,33,Environmental Specialist,American,1,3,1,4
IND33047,Ernest Gomez,28,Pharmacist,European,1,0,2,2
IND20303,Phillip Morrison,72,Media Manager II,Asian,2,2,3,3
IND82550,Jerry Burton,55,Graphic Designer,Asian,1,1,1,4
IND15069,Adam Simpson,51,Accounting Assistant II,American,1,3,2,2
IND72898,Sarah Griffin,51,Administrative Officer,Australian,2,0,3,4
IND43567,Frank Ramirez,62,Pharmacist,American,1,1,2,1
IND43437,Kelly Sanchez,63,Associate Professor,European,2,3,2,1
IND62228,Nicholas Garrett,42,Web Designer II,European,2,3,1,1
IND76373,Walter Scott,47,Automation Specialist IV,Australian,1,0,1,1
IND57417,Lisa Wells,51,Environmental Specialist,African,1,2,1,3
IND38378,Howard Cox,52,Senior Financial Analyst,American,2,2,1,3
IND77256,David Austin,19,Staff Accountant IV,European,1,2,3,2
IND53599,Rebecca Williams,31,Electrical Engineer,African,1,2,1,1
IND80666,Kenneth Harper,27,Account Representative III,Australian,2,1,1,1
IND38255,Ann Henry,81,Database Administrator IV,Australian,1,3,2,4
IND65519,Adam Reyes,80,Speech Pathologist,American,2,3,1,3
IND59539,Donna Meyer,42,Research Assistant III,European,1,2,1,2
IND85074,Dorothy Lane,53,Software Test Engineer I,African,2,1,2,4
IND67670,Bobby Brooks,49,Editor,European,1,0,1,3
IND46130,Andrew Hamilton,51,Accountant III,Australian,1,3,1,4
IND20451,Shawn Gardner,35,Software Test Engineer III,American,1,1,1,1
IND78694,Samuel Ramirez,26,GIS Technical Architect,American,1,0,2,1
IND42335,Bruce Ford,82,Programmer Analyst II,Asian,1,2,1,2
IND15060,Eric Harrison,45,Programmer Analyst II,European,1,2,1,2
IND19481,Michael Bailey,74,Safety Technician IV,Asian,1,2,2,1
IND36189,Jeremy Burton,69,Staff Accountant I,Australian,2,3,1,3
IND65594,Julie Bennett,39,Budget/Accounting Analyst III,American,1,2,1,3
IND17557,Benjamin Crawford,69,Accounting Assistant I,Asian,1,0,2,1
IND79396,Henry Stanley,58,Media Manager I,European,1,3,1,1
IND25908,Shawn Knight,44,Senior Cost Accountant,European,1,3,1,3
IND47180,Kelly Price,81,Research Assistant III,Australian,1,2,1,3
IND67526,Adam Campbell,62,Quality Engineer,Asian,2,0,1,1
IND54629,Wayne Baker,80,Safety Technician I,European,2,2,3,1
IND96473,Catherine Carter,50,Account Representative IV,European,1,2,1,3
IND43465,Jimmy Wheeler,70,Senior Cost Accountant,European,2,1,2,4
IND88769,Jose Berry,28,Project Manager,European,2,3,1,1
IND69918,Margaret Dixon,55,Engineer II,European,1,1,3,1
IND97771,Phillip Hansen,38,Operator,European,1,3,1,1
IND94851,Kelly Lawrence,31,Engineer II,Asian,2,0,3,1
IND53003,David Miller,34,Marketing Assistant,European,2,1,1,2
IND18812,Emily Ruiz,45,Structural Analysis Engineer,European,1,0,3,3
IND48530,Keith Wright,73,Librarian,European,1,1,3,4
IND85022,Carolyn Wagner,75,Web Developer IV,European,1,1,1,4
IND52278,Frank Brown,27,Research Assistant IV,American,2,0,2,2
IND46035,Kevin Davis,51,Accountant I,European,1,3,2,1
IND88500,Bobby Mitchell,46,Help Desk Operator,European,1,2,2,1
IND59334,Martin Baker,63,Senior Editor,American,1,2,3,1
IND43447,Heather Myers,85,Marketing Assistant,European,2,3,1,4
IND89715,Evelyn Gilbert,36,Engineer IV,European,1,3,1,1
IND15214,Joe Green,39,VP Product Management,American,2,3,2,4
IND40338,Lawrence Ray,46,Senior Cost Accountant,European,2,0,1,1
IND51774,Carol Collins,58,Web Developer IV,American,1,2,3,1
IND57665,Richard Bishop,28,Research Associate,European,1,2,3,1
IND66976,Doris Anderson,80,Computer Systems Analyst III,Asian,2,2,1,2
IND40082,Timothy Dixon,35,Programmer II,European,1,2,3,1
IND46584,Earl Peters,53,Automation Specialist IV,African,2,1,1,1
IND25515,Bobby Phillips,32,Automation Specialist IV,European,2,2,1,1
IND66087,Daniel Ray,48,Account Coordinator,American,1,1,1,1
IND94271,Ralph Parker,64,Geologist IV,American,1,3,1,1
IND13684,Lisa Cunningham,47,Statistician I,Asian,1,3,2,3
IND19447,Jimmy Warren,36,Accounting Assistant III,European,2,3,1,1
IND70647,Sandra Schmidt,23,VP Quality Control,Australian,1,3,3,1
IND55928,Annie Dunn,55,Account Coordinator,European,1,1,1,4
IND49649,Scott Evans,64,Account Representative III,Asian,2,2,3,2
IND83150,Jennifer Bailey,26,Associate Professor,American,1,2,3,4
IND86236,Cheryl Hunter,17,Systems Administrator II,European,1,1,2,3
IND23104,Edward Jackson,61,Software Test Engineer I,European,1,0,1,4
IND40705,Charles Andrews,24,Engineer I,European,1,0,2,1
IND16827,Louis Edwards,20,Environmental Specialist,American,1,1,3,1
IND61808,Andrea Oliver,80,Safety Technician I,Asian,1,3,2,3
IND88808,Beverly Richards,28,Research Associate,European,2,0,1,1
IND63102,Edward Tucker,25,Computer Systems Analyst IV,Asian,2,0,1,3
IND12601,Justin Bishop,58,Software Test Engineer I,Asian,2,1,1,2
IND82367,Anthony Campbell,67,Web Developer III,Australian,1,0,1,2
IND25359,Antonio Moreno,63,Developer IV,European,2,3,2,4
IND18267,Kevin Mcdonald,21,Data Coordiator,American,2,1,1,1
IND87428,Diane Mccoy,58,Media Manager IV,European,1,1,1,3
IND58778,Mildred Hansen,51,Health Coach III,European,1,3,3,1
IND40038,Kimberly Young,35,Junior Executive,African,2,1,1,1
IND76909,Frank Fox,68,Automation Specialist IV,Asian,1,3,2,1
IND62606,Andrew Rodriguez,46,Analyst Programmer,American,2,0,3,2
IND51619,Jacqueline Stephens,65,Senior Financial Analyst,American,1,2,3,1
IND65893,Ernest Dunn,80,Accountant IV,European,2,2,1,3
IND95530,Raymond Warren,37,Developer IV,American,1,2,2,1
IND89861,John Coleman,51,Editor,European,1,2,1,3
IND92174,Carolyn Reid,57,Accounting Assistant I,Asian,1,2,2,3
IND36400,Janet Richards,27,Junior Executive,American,2,3,1,1
IND16810,Douglas Allen,31,Accountant I,Asian,2,1,1,4
IND62400,Jason Foster,24,Web Designer I,Asian,2,3,2,1
IND25291,Pamela Butler,81,Marketing Manager,European,2,3,1,3
IND94530,Peter Reed,79,Systems Administrator I,European,2,1,1,1
IND29475,Eugene Oliver,69,Safety Technician IV,American,1,1,1,1
IND97275,Juan Allen,38,Health Coach IV,African,2,1,2,1
IND73731,Douglas Schmidt,19,Account Coordinator,European,2,3,2,4
IND36600,Carlos Watkins,64,Internal Auditor,African,1,2,2,1
IND50412,Denise Long,48,Help Desk Technician,Asian,2,3,2,1
IND77616,Tina Gutierrez,40,Human Resources Manager,Asian,2,1,1,4
IND25120,Carlos Griffin,73,Senior Financial Analyst,European,1,3,3,4
IND89792,Stephen Bell,83,Registered Nurse,European,2,1,2,1
IND15721,Matthew Ellis,84,Systems Administrator III,European,2,2,2,1
IND91267,Keith GoPKRalez,17,Cost Accountant,Asian,2,3,3,1
IND14935,Christopher Woods,43,Staff Accountant IV,European,2,3,3,4
IND49907,Frank Fox,72,Office Assistant IV,African,2,3,3,1
IND18734,Walter Hart,29,Health Coach II,American,2,1,2,3
IND16744,Adam Hughes,54,Administrative Assistant IV,Asian,2,2,1,1
IND19548,Shawn Welch,60,Database Administrator I,European,1,1,1,4
IND15167,Matthew Lane,68,Biostatistician III,European,2,1,2,4
IND32618,Todd Lee,48,Systems Administrator II,European,2,3,1,1
IND93058,Kenneth Ramos,55,Administrative Assistant IV,African,1,2,1,4
IND70754,Justin Ramirez,36,Assistant Manager,American,2,0,2,3
IND92418,Patrick Stephens,85,Budget/Accounting Analyst IV,Asian,2,0,2,3
IND92115,Russell Cox,40,Accounting Assistant IV,Asian,2,2,1,4
IND24672,Willie Stephens,39,Associate Professor,European,2,1,1,4
IND54908,Kevin Green,19,Geological Engineer,European,2,0,2,1
IND37750,Jesse Kelly,68,Database Administrator III,European,2,0,2,1
IND59881,Jeffrey Mason,33,Speech Pathologist,Asian,1,0,3,1
IND32319,John Lane,40,Safety Technician I,European,1,3,3,1
IND58635,Laura Simmons,20,Automation Specialist III,European,2,0,1,1
IND55883,John GoPKRalez,77,Accounting Assistant III,Australian,1,3,3,3
IND26855,Ruby Davis,62,Account Representative I,American,1,1,2,4
IND89144,Jason Chavez,85,Media Manager IV,European,2,0,2,3
IND36784,Sean Carr,59,Account Representative III,American,2,3,2,4
IND47240,Lisa Medina,71,Design Engineer,European,2,3,3,4
IND34868,Rebecca Martinez,43,Programmer Analyst I,European,2,2,1,4
IND53254,Jesse Austin,65,Developer IV,Asian,1,2,2,2
IND26959,Douglas Andrews,25,VP Quality Control,American,2,1,1,1
IND13792,Bruce Smith,58,Desktop Support Technician,European,2,0,1,1
IND83479,Jean Watson,26,Editor,European,1,3,3,4
IND84488,Lawrence Ferguson,21,Developer II,Australian,1,1,1,4
IND36106,Carolyn Snyder,37,Sales Associate,American,2,3,2,1
IND49489,Jimmy Rivera,51,Account Representative IV,European,1,1,1,1
IND71209,Harold Gilbert,46,Software Test Engineer I,Asian,2,2,3,2
IND33607,Justin Johnson,49,Assistant Professor,Asian,2,1,3,3
IND36407,Rebecca Harper,57,Geologist I,African,1,0,1,3
IND90197,Louise Day,45,Accounting Assistant III,Asian,2,2,1,4
IND21018,Jeremy Jacobs,54,Nurse,European,2,3,2,3
IND77703,Earl Payne,70,Quality Engineer,Australian,2,1,1,1
IND70508,Carl Knight,81,Software Test Engineer IV,Australian,1,1,1,4
IND35314,Clarence Price,77,Engineer II,African,1,0,1,1
IND65265,Nicholas Ray,84,Safety Technician III,Asian,1,2,3,4
IND65658,Lillian Nelson,43,General Manager,American,2,0,2,4
IND28776,Richard Henry,63,Professor,Australian,1,3,2,1
IND66161,Doris Stewart,27,Office Assistant II,Australian,2,1,1,1
IND15278,Gerald Stone,79,Human Resources Assistant I,Asian,2,3,2,1
IND22373,Clarence Hart,52,Web Designer I,African,2,3,2,1
IND60609,Anne Wright,69,Office Assistant IV,Asian,1,3,2,1
IND24232,Michelle Elliott,64,Assistant Professor,Asian,1,3,2,1
IND89674,Joan Castillo,24,Help Desk Operator,European,2,3,2,1
IND62679,Lisa Garrett,63,Research Assistant I,Australian,1,3,3,2
IND45614,Justin Bailey,33,Automation Specialist IV,Australian,1,2,1,3
IND35674,Alan Bennett,66,Statistician III,American,2,3,2,1
IND90385,Kelly Moore,85,Staff Accountant II,European,2,3,2,1
IND64752,Eric Cunningham,47,Account Representative I,European,2,2,1,4
IND48640,Joe Porter,79,Biostatistician I,Asian,2,2,2,2
IND20725,Steven Ferguson,23,Data Coordiator,European,2,3,1,3
IND87256,Thomas Reid,82,Recruiting Manager,Asian,1,2,2,3
IND65022,Randy Simpson,50,Office Assistant II,European,1,2,2,1
IND97042,Raymond Greene,36,Budget/Accounting Analyst I,European,1,1,2,1
IND99554,Russell Coleman,56,Safety Technician II,Asian,2,2,1,3
IND75060,Donald Fields,78,Programmer III,European,1,3,3,1
IND62770,Billy Robertson,76,Help Desk Operator,American,2,0,1,1
IND67268,Lillian Carroll,76,Community Outreach Specialist,Asian,2,1,2,1
IND57973,Stephen Washington,20,Statistician I,European,2,0,3,1
IND89653,Matthew Nguyen,25,Web Developer III,European,2,0,1,4
IND21489,Joshua Clark,48,Budget/Accounting Analyst IV,African,1,1,2,2
IND30571,Earl Carter,49,Biostatistician III,European,1,0,2,1
IND59366,Todd Mccoy,37,Automation Specialist III,Asian,1,2,3,2
IND83619,Michelle Garcia,44,Software Engineer III,Asian,2,2,1,1
IND67029,Arthur Austin,73,Community Outreach Specialist,American,2,0,1,1
IND95869,Fred Welch,20,Automation Specialist II,American,1,3,1,1
IND66671,Adam Knight,73,Office Assistant III,Australian,2,2,1,1
IND86149,Martin Marshall,35,Software Engineer I,American,1,0,1,1
IND95415,Tina Alvarez,26,Account Coordinator,Asian,2,1,1,2
IND99553,Justin Bryant,56,Biostatistician IV,European,2,2,1,1
IND73319,Dorothy Rice,17,Geologist III,European,2,3,1,3
IND34968,Robert Thomas,59,Product Engineer,Asian,1,0,1,1
IND14715,James Lane,53,Computer Systems Analyst IV,American,2,1,2,1
IND16798,Johnny Nelson,35,Automation Specialist II,European,2,2,2,3
IND93663,Rose Sullivan,53,Professor,Asian,2,0,1,3
IND67391,Kathleen Stewart,54,GIS Technical Architect,Asian,2,1,2,2
IND96220,Craig Ruiz,55,GIS Technical Architect,Asian,2,0,1,4
IND44913,Stephanie Lopez,19,Editor,European,1,2,2,4
IND87824,Jeremy Hunter,82,Web Designer I,Asian,2,3,1,1
IND46155,Annie West,44,Account Representative I,European,1,3,2,1
IND35684,Irene Bell,83,Engineer IV,European,1,1,1,1
IND96387,Betty Harris,30,Biostatistician III,European,2,2,1,4
IND83308,Arthur Hicks,60,Automation Specialist IV,European,1,2,3,1
IND69120,Evelyn Peterson,25,Director of Sales,European,2,3,1,4
IND47860,Jack Sanchez,65,Social Worker,Australian,1,2,1,1
IND13419,Denise Garza,45,Assistant Manager,Asian,1,2,3,3
IND56121,Daniel Crawford,78,Research Assistant I,African,1,3,1,3
IND38822,Roger Riley,75,Sales Representative,American,1,3,1,1
IND58923,Jeffrey Black,33,Geologist IV,Australian,1,1,1,1
IND66682,Mark Cox,79,Research Assistant IV,American,2,0,1,4
IND96115,Keith Larson,42,Assistant Professor,European,2,3,1,1
IND40991,Terry Hayes,65,Analyst Programmer,European,1,2,3,3
IND57646,Russell Holmes,85,Human Resources Manager,Asian,1,2,1,3
IND76683,Nancy Gilbert,80,Web Designer IV,American,2,0,1,4
IND69465,Richard Armstrong,65,Budget/Accounting Analyst IV,European,1,1,3,3
IND45293,Cheryl Duncan,77,Staff Accountant III,European,1,3,2,1
IND31182,Shawn Dean,30,Financial Advisor,European,1,0,2,2
IND43704,Jonathan Moreno,43,Teacher,European,1,0,3,4
IND90107,Carolyn Peterson,42,Geologist IV,American,2,3,1,3
IND65206,Gary Reynolds,85,Geological Engineer,American,2,3,2,1
IND97608,Samuel Bailey,73,Developer I,European,1,3,1,1
IND99978,Russell Wagner,79,Operator,European,1,2,1,1
IND51034,Jonathan Harper,75,Web Developer III,European,1,3,2,4
IND77398,Russell Reyes,60,Dental Hygienist,Australian,1,0,2,4
IND48157,Sara Thompson,79,Software Engineer I,European,1,0,1,3
IND46455,Jonathan Duncan,83,Design Engineer,Asian,2,0,3,3
IND52005,Scott Franklin,19,Web Designer III,Asian,2,1,3,4
IND50424,Jason Garcia,30,Tax Accountant,American,1,3,1,3
IND48222,Walter Griffin,18,VP Marketing,Australian,2,0,1,1
IND48333,Walter Parker,41,Account Representative II,European,1,2,1,1
IND62022,Phillip Adams,76,Health Coach I,Asian,1,2,1,1
IND82740,Eugene Jordan,17,Operator,European,1,3,3,4
IND48400,Antonio Arnold,23,Safety Technician II,Asian,1,2,1,4
IND40646,Elizabeth Greene,79,Software Engineer I,American,1,1,2,2
IND40950,Tina Hunter,26,Statistician III,European,2,0,3,1
IND37853,Arthur Sanders,56,Paralegal,Australian,2,0,1,4
IND91954,Adam Chapman,42,Web Designer II,Asian,2,3,1,3
IND30253,Brian Payne,45,Account Representative II,European,1,1,2,4
IND82997,Philip Watkins,73,Recruiter,Australian,1,3,3,1
IND75882,George Reid,30,Automation Specialist II,European,1,2,1,2
IND31953,Lawrence Wilson,67,Geologist IV,American,1,2,2,2
IND69875,Harold Graham,76,Analog Circuit Design manager,European,1,0,3,4
IND57328,Jason Green,35,Software Consultant,American,1,1,2,1
